claim_id,claim_text,category,initial_risk,video_id,channel_id,channel_name,video_title,timestamp_sec,extraction_version,final_verdict,confidence,suspicion_score,suspicion_note,human_reviewed,reviewer_note,archived_at,archive_reason,source_url,reasoning,source_directness,evidence_stance,source_tier,calibration_flags,priority_score
200,Ananas tüketirken porsiyon en fazla 80 gramla sınırlanmalı ve yanına protein veya sağlıklı yağ eklenmelidir.,doz,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,1247,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
201,"Muzun glisemik indeksi 62, glisemik yükü 16'dır.",diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,1257,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
202,"Avokadonun glisemik yükü 2, muzunki bunun 8 katı kadardır.",diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,1285,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
203,"Diyabetik bireyler muzu yeşil veya tam olgunlaşmadan önce, koyu leke oluşmadan, yarım porsiyon halinde ve protein kaynağıyla birlikte tüketmelidir.",doz,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,1294,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
204,"Papayanın glisemik indeksi 58, glisemik yükü 12'dir.",diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,1321,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
205,"Üzümün glisemik indeksi 61, glisemik yükü 12'dir.",diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,1367,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
206,Üzümdeki resveratrol ve polifenoller kalp sağlığı üzerinde olumlu etkiler gösterir.,mekanizma,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,1400,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
207,"Kuru meyvelerde (kuru erik, kuru üzüm, kuru kayısı, kuru incir) kurutma sonrası su uzaklaşır ama şeker miktarı aynı kalır, bu nedenle glisemik yük genellikle 30'un üzerine çıkar.",diğer,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,1441,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
208,Diyabet hastalarının kuru meyvelerden kaçınması veya çok nadir ve minimal miktarlarda tüketmesi tıbbi tavsiyedir.,tedavi,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,1481,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
209,Karpuzun glisemik indeksi 70'in üzerindedir ama 120 gramlık normal porsiyonun glisemik yükü sadece 3'tür.,diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,1494,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
210,"Porsiyon kontrolü zor olan kişiler karpuz yerine çilek, yaban mersini veya kivi gibi glisemik etkisi daha öngörülebilir meyveleri tercih etmelidir.",önleme,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,1562,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
211,Su oranı yüksek meyveler (örn. karpuz) metabolik açıdan tamamen zararsız değildir; hızlı geçişleri nedeniyle kana hızlı karışan serbest şeker bırakırlar.,mekanizma,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,1584,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
212,Meyveyi kaliteli protein veya sağlıklı yağ ile birlikte tüketmek şekerin emilimini yavaşlatır ve kan şekeri yanıtını azaltır.,mekanizma,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,1632,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
213,"Vücudun insülin duyarlılığı sabah saatlerinde daha yüksek, öğleden sonra ve akşam saatlerinde daha düşüktür; bu nedenle aynı meyve akşam yendiğinde sabah yenmesine göre daha yüksek glisemik yanıt oluşturur.",mekanizma,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,1667,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
214,"Glisemik yükü yüksek meyveler güne başlarken, glisemik yükü düşük meyveler öğleden sonra veya akşam tüketilmelidir.",önleme,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,1697,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
215,"Meyve içeren bir öğün sonrası 10-15 dakikalık hafif tempolu yürüyüş, kas aktivasyonu yoluyla insüline bağımlı olmadan glikoz alımını artırarak kan şekeri zirvesini düşürür.",mekanizma,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,1708,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
216,"Meyveyi kabuğuyla ve bütün olarak yemek (suyunu sıkmamak veya smoothie yapmamak), içerdiği lif sayesinde şekerin kana karışmasını yavaşlatır ve glisemik etkiyi azaltır.",mekanizma,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,1739,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
217,"Bir hastada meyve suyu yerine bütün portakal, muz yerine çilek/kivi, üzüm yerine elma/armut tüketimi ve akşam meyve yerine şekersiz yoğurt eklenmesiyle 6 haftada açlık glikozu 137'den 122'ye düştü ve HbA1c değeri iyileşti.",tedavi,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,1822,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
218,Glikozu iyi kontrol edilen tip 2 diyabet hastaları için günde 2-3 porsiyon 'dost' meyve tüketmek güvenli ve tolere edilebilir bir düzeydir.,doz,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,1925,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
219,"Bir meyveyi yemeden önce ve yedikten 90 dakika sonra kan şekeri ölçülmeli; fark 40 mg/dL'den düşükse o meyve o miktarda güvenli, fark 40'ın üzerindeyse porsiyon küçültülmeli veya meyve değiştirilmelidir.",tanı,high,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,1946,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
220,Tip 1 diyabetlilerde yiyeceklerin kan şekerinde yarattığı biyolojik etki tip 2 diyabetlilerle birebir aynıdır ve aynı meyve tavsiyeleri her iki tür için de geçerlidir.,mekanizma,high,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,1969,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
221,Tip 1 diyabetlilerin tükettikleri meyvenin karbonhidrat değerine göre insülin dozu ayarlaması mutlaka hekim rehberliğinde yapılmalıdır.,doz,high,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,1994,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
222,Prediyabet evresinde yapılan doğru diyet değişiklikleri süreci tamamen tersine çevirebilir ve tip 2 diyabete geçişi kalıcı olarak engelleyebilir.,önleme,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,2022,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
223,Üzerine ekstra şeker eklenmemiş dondurulmuş meyveler besin değerlerini korur ve glisemik profilleri taze meyvelerle tamamen benzerdir.,mekanizma,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,2059,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
224,"Planlanandan daha yüksek glisemik yüklü beslenilen tek bir gün metabolizmayı bozmaz, kan şekeri kontrolü haftalar süren tutarlı alışkanlıklarla oluşur.",diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,2146,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
225,"Kahvaltı, gün boyunca kan şekeri eğrisini en fazla etkileyen öğündür.",mekanizma,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,2185,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
226,"Yüksek şeker ve düşük protein içeren bir kahvaltı, glikozun erken yükselmesine ve gün boyu kan şekeri iniş çıkışlarına neden olur.",mekanizma,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,2190,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
227,"Sağlıklı yağ, protein ve önerilen meyvelerden birini içeren bir kahvaltı, öğlene kadar sürecek istikrarlı enerji ile yumuşak bir glisemik eğri sağlar.",önleme,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,2203,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
228,"Zeytinyağında pişmiş 2 yumurta, kabuğuyla bir elma ve şekersiz kahveden oluşan kombinasyon, diyabet için düşük glisemik etkili mükemmel bir kahvaltıdır.",tedavi,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,2216,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
229,"Taze kiraz, listedeki tüm meyveler arasında en düşük glisemik indekse sahiptir ve kalp-damar koruyucudur.",diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,2257,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
230,Guava olağanüstü düşük glisemik indekse ve yüksek C vitamini içeriğine sahiptir.,diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,2265,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
231,"Çilek, damarları koruyan antosiyanin açısından zengindir ve düşük glisemik yüklüdür.",diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,2271,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
232,Avokadonun kan şekeri üzerinde neredeyse sıfır etkisi vardır ancak kalorisi nedeniyle miktar kontrolü gerektirir.,diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,2273,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
233,"Armudun kabuğuyla yenmesi, pektin deposu olduğu için önemlidir.",diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,2281,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
234,"Elma, glisemik etkiyi frenleyen antioksidanlar açısından zengindir.",diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,2284,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
235,"Kivi, tansiyon dengesine destek olur.",diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,2286,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
236,Portakalın suyu sıkılmadan bütün olarak yenmesi gerekir.,önleme,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,2288,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
237,"Yaban mersini, listedeki tüm meyveler arasında en yüksek antosiyanin içeriğine sahiptir.",diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,2299,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
238,"Mango, ananas, muz, papaya ve üzümün glisemik yükü 12'nin üzerindedir ve dikkatli tüketilmelidir.",önleme,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,2302,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
239,"Yüksek glisemik yüklü meyveleri protein veya yağla birleştirmek, günün erken saatlerinde tüketmek ve sonrasında yürüyüş yapmak glisemik etkiyi azaltır.",önleme,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,2313,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
240,Kuru meyveler konsantre şeker içeriği nedeniyle tamamen kaçınılması gereken gıdalardır.,önleme,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,2326,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
241,"İlave şeker içermese dahi taze sıkılmış meyve suları, bütün meyveden çok daha şiddetli bir glisemik etki yaratır ve uzak durulmalıdır.",önleme,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,2334,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
242,Aşırı olgunlaşmış meyveler dirençli nişastalarını kaybederek daha fazla serbest şeker barındıran glisemik bombalara dönüşür.,mekanizma,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,2344,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
379,Sebze kaynatma suyunu içmek böbreklerin atamayacağı büyük miktarda potasyumu tek seferde kana karıştırır,mekanizma,medium,odZgEDFDmbE,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,BÖBREKLERİ BİTİREN 4 Sebze ve Kreatinini Düşüren 4 Şifa Kaynağı,8,v1,,,,veri_eksik,,,2026-08-13 09:57:33,superseded_v2,,,,,other,,
380,Doğru pişirme yöntemleriyle sebzelerdeki potasyum oranı %70'e kadar düşürülebilir,mekanizma,medium,odZgEDFDmbE,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,BÖBREKLERİ BİTİREN 4 Sebze ve Kreatinini Düşüren 4 Şifa Kaynağı,28,v1,,,,veri_eksik,,,2026-08-13 09:57:33,superseded_v2,,,,,other,,
381,Yanlış sebze seçimi böbrek hastalarında potasyum seviyelerini kalbi durduracak kadar yükseltebilir,mekanizma,high,odZgEDFDmbE,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,BÖBREKLERİ BİTİREN 4 Sebze ve Kreatinini Düşüren 4 Şifa Kaynağı,55,v1,,,,veri_eksik,,,2026-08-13 09:57:33,superseded_v2,,,,,other,,
382,Kırmızı biberdeki folik asit homosisteini zararsız maddelere dönüştürerek damar duvarlarını korur,mekanizma,medium,odZgEDFDmbE,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,BÖBREKLERİ BİTİREN 4 Sebze ve Kreatinini Düşüren 4 Şifa Kaynağı,569,v1,,,,veri_eksik,,,2026-08-13 09:57:33,superseded_v2,,,,,other,,
383,"Ispanak, domates ve pancar böbrek hastalarında kreatinin değerlerini yükseltir",mekanizma,high,odZgEDFDmbE,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,BÖBREKLERİ BİTİREN 4 Sebze ve Kreatinini Düşüren 4 Şifa Kaynağı,60,v1,,,,veri_eksik,,,2026-08-13 09:57:33,superseded_v2,,,,,other,,
384,Böbrek hastalığında en çok korkulan iki mineral potasyum ve fosfordur,diğer,low,odZgEDFDmbE,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,BÖBREKLERİ BİTİREN 4 Sebze ve Kreatinini Düşüren 4 Şifa Kaynağı,145,v1,,,,veri_eksik,,,2026-08-13 09:57:33,superseded_v2,,,,,other,,
385,Salatalardaki bitkisel bileşikler zayıf böbrekte birikerek mikroskobik kristaller oluşturur ve böbrek taşına dönüşür,mekanizma,high,odZgEDFDmbE,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,BÖBREKLERİ BİTİREN 4 Sebze ve Kreatinini Düşüren 4 Şifa Kaynağı,171,v1,,,,veri_eksik,,,2026-08-13 09:57:33,superseded_v2,,,,,other,,
386,Yüksek homosistein böbreği besleyen kan damarlarını çizerek iltihaplanma ve böbrek dokusu ölümüne yol açar,mekanizma,high,odZgEDFDmbE,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,BÖBREKLERİ BİTİREN 4 Sebze ve Kreatinini Düşüren 4 Şifa Kaynağı,548,v1,,,,veri_eksik,,,2026-08-13 09:57:33,superseded_v2,,,,,other,,
387,Biberdeki folik asit ve B vitamini homosistein seviyelerini kontrol altında tutar,mekanizma,medium,odZgEDFDmbE,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,BÖBREKLERİ BİTİREN 4 Sebze ve Kreatinini Düşüren 4 Şifa Kaynağı,521,v1,,,,veri_eksik,,,2026-08-13 09:57:33,superseded_v2,,,,,other,,
388,"Oksidatif stres, hastalık ilerledikçe böbreği yavaş yavaş bitiren ana mekanizmadır",mekanizma,medium,odZgEDFDmbE,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,BÖBREKLERİ BİTİREN 4 Sebze ve Kreatinini Düşüren 4 Şifa Kaynağı,507,v1,,,,veri_eksik,,,2026-08-13 09:57:33,superseded_v2,,,,,other,,
389,C vitamini kolajen üretimini destekleyerek böbreği besleyen damarları korur,mekanizma,medium,odZgEDFDmbE,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,BÖBREKLERİ BİTİREN 4 Sebze ve Kreatinini Düşüren 4 Şifa Kaynağı,496,v1,,,,veri_eksik,,,2026-08-13 09:57:33,superseded_v2,,,,,other,,
390,Kabak düşük fosfor ve potasyum profili nedeniyle böbrek hastaları diyetine ilk eklenmesi gereken sebzelerdendir,önleme,medium,odZgEDFDmbE,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,BÖBREKLERİ BİTİREN 4 Sebze ve Kreatinini Düşüren 4 Şifa Kaynağı,413,v1,,,,veri_eksik,,,2026-08-13 09:57:33,superseded_v2,,,,,other,,
391,Kabağın %92'sinden fazlası sudur ve böbreği yormadan hidrasyon sağlar,mekanizma,low,odZgEDFDmbE,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,BÖBREKLERİ BİTİREN 4 Sebze ve Kreatinini Düşüren 4 Şifa Kaynağı,355,v1,,,,veri_eksik,,,2026-08-13 09:57:33,superseded_v2,,,,,other,,
392,"Vaka örneğinde potasyum değeri 6.2, kreatinin 6 ayda 1.8'den 2.3'e yükselmesi ıspanak, domates ve pancar tüketimine bağlanmıştır",tanı,high,odZgEDFDmbE,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,BÖBREKLERİ BİTİREN 4 Sebze ve Kreatinini Düşüren 4 Şifa Kaynağı,269,v1,,,,veri_eksik,,,2026-08-13 09:57:33,superseded_v2,,,,,other,,
393,Yüksek homosistein seviyesi böbrekleri besleyen kan damarlarının iç yüzeyini çizerek şiddetli iltihaplanmaya ve böbrek dokusu ölümüne yol açar,mekanizma,high,odZgEDFDmbE,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,BÖBREKLERİ BİTİREN 4 Sebze ve Kreatinini Düşüren 4 Şifa Kaynağı,554,v1,,,,veri_eksik,,,2026-08-13 09:57:33,superseded_v2,,,,,other,,
394,Kırmızı biber yüksek C vitamini içeriğine rağmen düşük potasyum seviyesine sahiptir,diğer,low,odZgEDFDmbE,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,BÖBREKLERİ BİTİREN 4 Sebze ve Kreatinini Düşüren 4 Şifa Kaynağı,457,v1,,,,veri_eksik,,,2026-08-13 09:57:33,superseded_v2,,,,,other,,
395,Kabak 100 gramda sadece 240 mg potasyum içerirken ıspanak veya domates 400-500 mg üzerinde potasyum içerir,diğer,medium,odZgEDFDmbE,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,BÖBREKLERİ BİTİREN 4 Sebze ve Kreatinini Düşüren 4 Şifa Kaynağı,335,v1,,,,veri_eksik,,,2026-08-13 09:57:33,superseded_v2,,,,,other,,
